phenotype,Allelotype_pair,estimate_add1,se_add1,z_add1,p_add1,estimate_add2,se_add2,z_add2,p_add2,estimate_int,se_int,z_int,p_int,adj_p_add1,adj_p_add2,adj_p_int
HC303,A_101-DQB1_303,0.940483,0.032828,28.649,2.00E-16,-1.283284,0.211074,-6.08,1.20E-09,-0.822324,0.25076,-3.279,0.00104,4.06E-15,5.91E-08,0.176970616
HC303,A_101-DRB1_101,0.845386,0.033832,24.988,2.00E-16,-0.843101,0.110611,-7.622,2.49E-14,0.12978,0.12032,1.079,0.28075,4.06E-15,2.74E-12,1
HC303,A_101-DRB5_9901,0.912104,0.151073,6.038,1.57E-09,0.425609,0.072664,5.857,4.71E-09,-0.027561,0.080915,-0.341,0.73339,2.24E-08,2.07E-07,1
HC303,A_101-DPB1_401,0.912812,0.04833,18.887,2.00E-16,-0.303208,0.04937,-6.142,8.17E-10,-0.038731,0.049685,-0.78,0.4357,4.06E-15,4.13E-08,1
HC303,A_101-B_702,0.849645,0.035383,24.013,2.00E-16,-0.353543,0.071017,-4.978,6.42E-07,-0.017511,0.08615,-0.203,0.8389,4.06E-15,1.78E-05,1
HC303,A_101-DRB5_101,0.854432,0.035496,24.071,2.00E-16,-0.388522,0.073537,-5.283,1.27E-07,0.008189,0.082364,0.099,0.9208,4.06E-15,4.18E-06,1
HC303,A_101-DRB1_1501,0.853247,0.035535,24.011,2.00E-16,-0.392681,0.073837,-5.318,1.05E-07,0.01451,0.082453,0.176,0.86031,4.06E-15,3.53E-06,1
HC303,A_101-C_702,0.85867,0.035712,24.044,2.00E-16,-0.272642,0.06689,-4.076,4.58E-05,-0.053557,0.082243,-0.651,0.51492,4.06E-15,0.000773724,1
HC303,A_101-DQB1_602,0.856136,0.035476,24.133,2.00E-16,-0.408109,0.075424,-5.411,6.27E-08,0.019438,0.083281,0.233,0.81545,4.06E-15,2.23E-06,1
HC303,A_101-DQA1_103,0.87765,0.033229,26.412,2.00E-16,-0.761297,0.141842,-5.367,8.00E-08,-0.183976,0.163742,-1.124,0.26119,4.06E-15,2.77E-06,1
HC303,A_101-C_501,0.870737,0.03438,25.327,2.00E-16,-0.23833,0.076012,-3.135,0.00172,-0.232452,0.111303,-2.088,0.03676,4.06E-15,0.022443387,1
HC303,A_101-DPB1_1101,0.890813,0.033979,26.217,2.00E-16,0.694947,0.101932,6.818,9.25E-12,0.100069,0.11662,0.858,0.39085,4.06E-15,6.77E-10,1
HC303,A_101-C_401,0.861653,0.033771,25.515,2.00E-16,-0.38652,0.093943,-4.114,3.88E-05,-0.125123,0.129847,-0.964,0.33524,4.06E-15,0.000667825,1
HC303,A_101-DRB1_1301,0.871438,0.033156,26.283,2.00E-16,-0.785822,0.147542,-5.326,1.00E-07,-0.05288,0.170031,-0.311,0.7558,4.06E-15,3.39E-06,1
HC303,A_101-B_5701,0.949159,0.033003,28.76,2.00E-16,-1.239886,0.247376,-5.012,5.38E-07,-0.201951,0.207463,-0.973,0.33034,4.06E-15,1.52E-05,1
HC303,A_101-DRB3_202,0.935061,0.035066,26.666,2.00E-16,-0.054257,0.068341,-0.794,0.427241,-0.558905,0.096304,-5.804,6.49E-09,4.06E-15,1,5.10E-06
HC303,A_101-DQB1_603,0.872097,0.033247,26.231,2.00E-16,-0.745935,0.145222,-5.137,2.80E-07,-0.060311,0.166644,-0.362,0.717415,4.06E-15,8.48E-06,1
HC303,A_101-B_3501,0.856234,0.033035,25.919,2.00E-16,-0.810581,0.157238,-5.155,2.53E-07,0.178843,0.202431,0.883,0.37698,4.06E-15,7.74E-06,1
HC303,A_101-DQB1_302,0.914961,0.034406,26.593,2.00E-16,-0.11832,0.077454,-1.528,0.1266,-0.454089,0.105112,-4.32,1.56E-05,4.06E-15,1,0.005579647
HC303,A_101-C_602,0.977775,0.034427,28.401,2.00E-16,-0.290465,0.099143,-2.93,0.00339,-0.458477,0.100856,-4.546,5.47E-06,4.06E-15,0.04293246,0.002250279
HC303,A_101-C_303,0.883206,0.033295,26.526,2.00E-16,-0.306365,0.113021,-2.711,0.00671,-0.434771,0.165864,-2.621,0.00876,4.06E-15,0.082657511,0.841591525
HC303,A_101-DPB1_201,0.896208,0.03503,25.584,2.00E-16,-0.303091,0.089213,-3.397,0.00068,-0.120503,0.095684,-1.259,0.20789,4.06E-15,0.009308828,1
HC303,A_101-C_304,0.876536,0.033996,25.783,2.00E-16,-0.20828,0.088988,-2.341,0.01926,-0.126899,0.123548,-1.027,0.30436,4.06E-15,0.228050331,1
HC303,A_101-DQB1_202,0.9097359,0.0384641,23.652,2.00E-16,0.5350966,0.1080971,4.95,7.42E-07,0.1742036,0.1200999,1.45,0.14692,4.06E-15,2.03E-05,1
HC303,A_101-B_1501,0.890384,0.033594,26.504,2.00E-16,-0.181966,0.101942,-1.785,0.07426,-0.399911,0.146059,-2.738,0.00618,4.06E-15,0.843874586,0.667268668
HC303,A_101-DQB1_503,0.879303,0.032703,26.887,2.00E-16,-0.812848,0.230269,-3.53,0.000416,-0.310237,0.292702,-1.06,0.289187,4.06E-15,0.005866429,1
HC303,A_101-DRB1_103,0.872661,0.03262,26.752,2.00E-16,-1.205998,0.319288,-3.777,0.000159,-0.380246,0.466926,-0.814,0.415439,4.06E-15,0.002387621,1
HC303,A_101-A_2402,0.877183,0.033772,25.974,2.00E-16,-0.089761,0.088377,-1.016,0.3098,-0.216471,0.153432,-1.411,0.1583,4.06E-15,1,1
HC303,A_101-DRB1_1302,0.862687,0.033163,26.014,2.00E-16,-0.664733,0.156378,-4.251,2.13E-05,0.237591,0.166465,1.427,0.1535,4.06E-15,0.000391581,1
HC303,A_101-DRB3_301,0.864221,0.033172,26.053,2.00E-16,-0.609284,0.153352,-3.973,7.09E-05,0.2077,0.165591,1.254,0.20974,4.06E-15,0.001142255,1
HC303,A_101-C_1601,0.897805,0.034303,26.173,2.00E-16,0.471829,0.086677,5.444,5.22E-08,0.171123,0.112214,1.525,0.12727,4.06E-15,1.88E-06,1
HC303,A_101-B_4403,0.905131,0.034812,26.001,2.00E-16,0.461637,0.077467,5.959,2.54E-09,0.118951,0.101395,1.173,0.24074,4.06E-15,1.18E-07,1
HC303,A_101-DRB1_901,0.876633,0.032561,26.923,2.00E-16,-1.232099,0.363865,-3.386,0.000709,-0.585242,0.55712,-1.05,0.293499,4.06E-15,0.009678688,1
HC303,A_101-DRB1_1401,0.87912,0.032705,26.881,2.00E-16,-0.761789,0.242406,-3.143,0.00167,-0.18235,0.297196,-0.614,0.5395,4.06E-15,0.021818848,1
HC303,A_101-DQB1_604,0.871966,0.03295,26.463,2.00E-16,-0.677516,0.185888,-3.645,0.000268,0.143689,0.19931,0.721,0.47095,4.06E-15,0.003877688,1
HC303,A_101-B_5501,0.877676,0.032697,26.843,2.00E-16,-0.652415,0.230044,-2.836,0.00457,-0.315027,0.320647,-0.982,0.32587,4.06E-15,0.057186498,1
HC303,A_101-B_2705,0.87316,0.03319,26.306,2.00E-16,-0.28805,0.13047,-2.208,0.02726,-0.10892,0.18219,-0.598,0.54993,4.06E-15,0.319774764,1
HC303,A_101-C_1203,0.87042,0.03293,26.432,2.00E-16,-0.511026,0.168377,-3.035,0.00241,0.07034,0.209221,0.336,0.73672,4.06E-15,0.030996672,1
HC303,A_101-B_4001,0.870581,0.033558,25.943,2.00E-16,-0.234462,0.106487,-2.202,0.02768,0.020568,0.140962,0.146,0.88399,4.06E-15,0.324464363,1
HC303,A_101-DRB1_404,0.892277,0.033246,26.839,2.00E-16,-0.206889,0.130629,-1.584,0.11324,-0.389488,0.174733,-2.229,0.02581,4.06E-15,1,1
HC303,A_101-DRB1_1101,0.891252,0.033086,26.937,2.00E-16,-0.297266,0.167475,-1.775,0.075901,-0.572734,0.241615,-2.37,0.017767,4.06E-15,0.861302457,1
HC303,A_101-C_202,0.869289,0.033149,26.224,2.00E-16,-0.391776,0.140498,-2.788,0.0053,0.063459,0.176985,0.359,0.71993,4.06E-15,0.065910072,1
HC303,A_101-C_704,0.873363,0.032684,26.721,2.00E-16,-0.74143,0.240875,-3.078,0.00208,-0.013781,0.312537,-0.044,0.96483,4.06E-15,0.026884706,1
HC303,A_101-DPB1_402,0.881718,0.03522,25.035,2.00E-16,-0.198272,0.081128,-2.444,0.01453,-0.052661,0.087268,-0.603,0.54622,4.06E-15,0.173803306,1
HC303,A_101-DQB1_402,0.879622,0.032777,26.837,2.00E-16,-0.517863,0.205138,-2.524,0.01159,-0.185019,0.257171,-0.719,0.47187,4.06E-15,0.139557512,1
HC303,A_101-C_102,0.865552,0.033146,26.114,2.00E-16,-0.416021,0.14532,-2.863,0.0042,0.223339,0.173679,1.286,0.19847,4.06E-15,0.052715105,1
HC303,A_101-DQA1_401,0.880309,0.032778,26.857,2.00E-16,-0.446318,0.201231,-2.218,0.02656,-0.228497,0.255662,-0.894,0.37146,4.06E-15,0.311661038,1
HC303,A_101-DPB1_901,0.887588,0.032706,27.138,2.00E-16,1.603301,0.292823,5.475,4.37E-08,-1.164906,0.362693,-3.212,0.00132,4.06E-15,1.60E-06,0.214229658
HC303,A_101-B_5101,0.875742,0.033178,26.395,2.00E-16,-0.245059,0.133168,-1.84,0.06574,-0.059523,0.177324,-0.336,0.73712,4.06E-15,0.749634077,1
HC303,A_101-DQA1_201,0.963149,0.037947,25.382,2.00E-16,0.360136,0.057746,6.237,4.47E-10,-0.245663,0.06365,-3.86,0.000114,4.06E-15,2.37E-08,0.030054327
HC303,A_101-B_3701,0.91015,0.032715,27.821,2.00E-16,-0.420996,0.327568,-1.285,0.19872,-0.797696,0.322794,-2.471,0.01347,4.06E-15,1,1
HC303,A_101-DRB1_701,0.964077,0.037915,25.428,2.00E-16,0.362009,0.057653,6.279,3.41E-10,-0.252327,0.063733,-3.959,7.52E-05,4.06E-15,1.84E-08,0.021220056
HC303,DPA1_201-DPA1_103,0.864946,0.100559,8.601,2.00E-16,0.038463,0.091599,0.42,0.6745,-0.026512,0.055193,-0.48,0.631,4.06E-15,1,1
HC303,DPA1_201-DRB4_103,0.781688,0.03878,20.157,2.00E-16,-0.891235,0.063432,-14.05,2.00E-16,-0.105211,0.085971,-1.224,0.221,4.06E-15,2.97E-14,1
HC303,DPA1_201-DQB1_301,0.743248,0.036763,20.217,2.00E-16,-0.9538,0.075783,-12.586,2.00E-16,-0.117938,0.116253,-1.014,0.3103,4.06E-15,2.97E-14,1
HC303,DPA1_201-DQA1_301,0.771961,0.037431,20.624,2.00E-16,-0.753802,0.065096,-11.58,2.00E-16,-0.237126,0.100385,-2.362,0.0182,4.06E-15,2.97E-14,1
HC303,DPA1_201-DQA1_101,0.811805,0.036687,22.128,2.00E-16,-0.920213,0.085167,-10.805,2.00E-16,-0.113376,0.111135,-1.02,0.3077,4.06E-15,2.97E-14,1
HC303,DPA1_201-DQB1_501,0.819883,0.036399,22.525,2.00E-16,-0.864516,0.090539,-9.549,2.00E-16,-0.154055,0.119281,-1.292,0.1965,4.06E-15,2.97E-14,1
HC303,DPA1_201-DRB1_401,0.773774,0.036135,21.414,2.00E-16,-0.846684,0.0933,-9.075,2.00E-16,-0.135875,0.148259,-0.916,0.3594,4.06E-15,2.97E-14,1
HC303,DPA1_201-DRB4_9901,0.821137,0.090312,9.092,2.00E-16,0.466773,0.047878,9.749,2.00E-16,0.009367,0.056329,0.166,0.8679,4.06E-15,2.97E-14,1
HC303,DPA1_201-DRB4_101,0.841022,0.040872,20.577,2.00E-16,0.545923,0.069672,7.836,4.67E-15,-0.251153,0.073708,-3.407,0.000656,4.06E-15,5.71E-13,0.122790381
HC303,DPA1_201-DQA1_102,0.83714,0.03824,21.892,2.00E-16,-0.347671,0.058188,-5.975,2.30E-09,-0.312281,0.08786,-3.554,0.000379,4.06E-15,1.08E-07,0.079116796
HC303,DPA1_201-B_4402,0.792549,0.036558,21.679,2.00E-16,-0.712715,0.086496,-8.24,2.00E-16,-0.038856,0.117237,-0.331,0.7403,4.06E-15,2.97E-14,1
HC303,DPA1_201-A_201,0.78998,0.042114,18.758,2.00E-16,-0.408807,0.051345,-7.962,1.69E-15,0.00875,0.064181,0.136,0.8916,4.06E-15,2.19E-13,1
HC303,DPA1_201-DQB1_303,0.823617,0.035123,23.449,2.00E-16,-1.630453,0.202758,-8.041,8.88E-16,-0.230839,0.264645,-0.872,0.3831,4.06E-15,1.20E-13,1
HC303,DPA1_201-DRB1_101,0.822985,0.036198,22.736,2.00E-16,-0.759441,0.099788,-7.611,2.73E-14,-0.150912,0.130357,-1.158,0.247,4.06E-15,2.98E-12,1
HC303,DPA1_201-DRB5_9901,0.197013,0.195141,1.01,0.31269,0.287328,0.062193,4.62,3.84E-06,0.308292,0.102289,3.014,0.00258,1,8.60E-05,0.34290574
HC303,DPA1_201-DPB1_401,0.819314,0.046451,17.638,2.00E-16,-0.030559,0.042588,-0.718,0.473,-0.037973,0.067855,-0.56,0.5757,4.06E-15,1,1
HC303,DPA1_201-B_702,0.831661,0.037531,22.159,2.00E-16,-0.309434,0.06421,-4.819,1.44E-06,-0.302091,0.097757,-3.09,0.002,4.06E-15,3.64E-05,0.288339603
HC303,DPA1_201-DRB5_101,0.823286,0.037238,22.109,2.00E-16,-0.248147,0.06275,-3.955,7.67E-05,-0.327578,0.105922,-3.093,0.00198,4.06E-15,0.001226897,0.285823117
HC303,DPA1_201-DRB1_1501,0.822179,0.037287,22.05,2.00E-16,-0.253687,0.063045,-4.024,5.72E-05,-0.307569,0.105733,-2.909,0.00363,4.06E-15,0.000943185,0.447998945
HC303,DPA1_201-C_702,0.830724,0.037954,21.888,2.00E-16,-0.278021,0.061576,-4.515,6.33E-06,-0.230333,0.090507,-2.545,0.0109,4.06E-15,0.000133731,0.980112252
HC303,DPA1_201-DQB1_602,0.816611,0.037253,21.921,2.00E-16,-0.275231,0.064353,-4.277,1.89E-05,-0.248272,0.106487,-2.331,0.0197,4.06E-15,0.00035283,1
HC303,DPA1_201-DQA1_103,0.816549,0.035537,22.978,2.00E-16,-0.771755,0.129132,-5.976,2.28E-09,-0.215134,0.18193,-1.183,0.237,4.06E-15,1.07E-07,1
HC303,DPA1_201-C_501,0.803268,0.037072,21.668,2.00E-16,-0.4481,0.076508,-5.857,4.72E-09,-0.048826,0.1037,-0.471,0.6378,4.06E-15,2.08E-07,1
HC303,DPA1_201-DPB1_1101,0.824168,0.038115,21.623,2.00E-16,-0.111347,0.212782,-0.523,0.601,0.04363,0.15468,0.282,0.778,4.06E-15,1,1
HC303,DPA1_201-C_401,0.837288,0.036252,23.096,2.00E-16,-0.462238,0.091717,-5.04,4.66E-07,-0.288309,0.1262,-2.285,0.0223,4.06E-15,1.33E-05,1
HC303,DPA1_201-DRB1_1301,0.819503,0.035482,23.097,2.00E-16,-0.763061,0.134628,-5.668,1.45E-08,-0.191892,0.185559,-1.034,0.3011,4.06E-15,5.83E-07,1
HC303,DPA1_201-B_5701,0.827793,0.035219,23.504,2.00E-16,-0.98347,0.173129,-5.681,1.34E-08,-0.277879,0.227231,-1.223,0.2214,4.06E-15,5.43E-07,1
HC303,DPA1_201-DRB3_202,0.807907,0.037734,21.41,2.00E-16,-0.331511,0.068597,-4.833,1.35E-06,-0.078442,0.095559,-0.821,0.4117,4.06E-15,3.44E-05,1
HC303,DPA1_201-DQB1_603,0.820986,0.035561,23.087,2.00E-16,-0.721462,0.132209,-5.457,4.84E-08,-0.196596,0.182911,-1.075,0.2825,4.06E-15,1.76E-06,1
HC303,DPA1_201-B_3501,0.825228,0.035306,23.373,2.00E-16,-0.676346,0.139618,-4.844,1.27E-06,-0.436688,0.219694,-1.988,0.0468,4.06E-15,3.27E-05,1
HC303,DPA1_201-DQB1_302,0.836713,0.036802,22.736,2.00E-16,-0.265369,0.074489,-3.563,0.000367,-0.299455,0.111179,-2.693,0.007072,4.06E-15,0.005214719,0.733374076
HC303,DPA1_201-C_602,0.829772,0.03689,22.493,2.00E-16,-0.474993,0.089307,-5.319,1.05E-07,-0.060581,0.105641,-0.573,0.5663,4.06E-15,3.53E-06,1
HC303,DPA1_201-C_303,0.805976,0.03578,22.526,2.00E-16,-0.538616,0.113779,-4.734,2.20E-06,-0.06295,0.157956,-0.399,0.6902,4.06E-15,5.26E-05,1
HC303,DPA1_201-DPB1_201,0.80249,0.03677,21.825,2.00E-16,-0.181906,0.073851,-2.463,0.0138,-0.251783,0.139787,-1.801,0.0717,4.06E-15,0.165282521,1
HC303,DPA1_201-C_304,0.804835,0.03656,22.014,2.00E-16,-0.40266,0.089178,-4.515,6.33E-06,0.050075,0.117241,0.427,0.6693,4.06E-15,0.000133731,1
HC303,DPA1_201-DQB1_202,0.833858,0.043288,19.263,2.00E-16,0.529317,0.100364,5.274,1.34E-07,-0.212782,0.123798,-1.719,0.0857,4.06E-15,4.38E-06,1
HC303,DPA1_201-B_1501,0.821385,0.03603,22.797,2.00E-16,-0.356893,0.101145,-3.529,0.000418,-0.217977,0.144317,-1.51,0.130938,4.06E-15,0.005893893,1
HC303,DPA1_201-DQB1_503,0.809967,0.035072,23.094,2.00E-16,-1.087493,0.232941,-4.669,3.03E-06,0.154519,0.285056,0.542,0.5878,4.06E-15,7.00E-05,1
HC303,DPA1_201-DRB1_103,0.812308,0.034944,23.246,2.00E-16,-1.297702,0.306627,-4.232,2.31E-05,-0.451482,0.492917,-0.916,0.36,4.06E-15,0.000421156,1
HC303,DPA1_201-A_2402,0.805667,0.036532,22.054,2.00E-16,-0.40828,0.094796,-4.307,1.66E-05,0.068621,0.118293,0.58,0.5618,4.06E-15,0.000314334,1
HC303,DPA1_201-DRB1_1302,0.838405,0.03552,23.604,2.00E-16,-0.511826,0.142015,-3.604,0.000313,-0.292525,0.17738,-1.649,0.099118,4.06E-15,0.004491757,1
HC303,DPA1_201-DRB3_301,0.838943,0.035539,23.606,2.00E-16,-0.461412,0.139539,-3.307,0.000944,-0.327898,0.176709,-1.856,0.063513,4.06E-15,0.0126817,1
HC303,DPA1_201-C_1601,0.809288,0.037745,21.441,2.00E-16,0.169482,0.100876,1.68,0.0929,-0.037213,0.097318,-0.382,0.7022,4.06E-15,1,1
HC303,DPA1_201-B_4403,0.817959,0.038401,21.3,2.00E-16,0.18298,0.087469,2.092,0.0364,-0.074493,0.087807,-0.848,0.3962,4.06E-15,0.423585248,1
HC303,DPA1_201-DRB1_901,0.81383,0.034877,23.334,2.00E-16,-1.437911,0.363874,-3.952,7.76E-05,-0.265971,0.557983,-0.477,0.6336,4.06E-15,0.001239881,1
HC303,DPA1_201-DRB1_1401,0.81356,0.035043,23.216,2.00E-16,-0.890227,0.232084,-3.836,0.000125,-0.01992,0.305526,-0.065,0.948014,4.06E-15,0.001912607,1
HC303,DPA1_201-DQB1_604,0.819284,0.035184,23.286,2.00E-16,-0.446753,0.153543,-2.91,0.00362,-0.372885,0.254185,-1.467,0.14238,4.06E-15,0.045706122,1
HC303,DPA1_201-B_5501,0.81162,0.035036,23.165,2.00E-16,-0.825792,0.224826,-3.673,0.00024,-0.045328,0.32582,-0.139,0.88935,4.06E-15,0.003499609,1
HC303,DPA1_201-B_2705,0.82393,0.035597,23.146,2.00E-16,-0.416007,0.129525,-3.212,0.00132,-0.135058,0.172212,-0.784,0.43289,4.06E-15,0.017424415,1
HC303,DPA1_201-C_1203,0.81934,0.035284,23.221,2.00E-16,-0.520973,0.159074,-3.275,0.00106,-0.154892,0.213468,-0.726,0.46809,4.06E-15,0.014130181,1
HC303,DPA1_201-B_4001,0.806708,0.03601,22.403,2.00E-16,-0.36041,0.10387,-3.47,0.000521,0.062649,0.13795,0.454,0.649726,4.06E-15,0.007238077,1
HC303,DPA1_201-DRB1_404,0.822004,0.035577,23.105,2.00E-16,-0.331403,0.124156,-2.669,0.0076,-0.251956,0.190288,-1.324,0.1855,4.06E-15,0.093161198,1
HC303,DPA1_201-DRB1_1101,0.796553,0.035574,22.391,2.00E-16,-0.643459,0.172897,-3.722,0.000198,0.151457,0.234777,0.645,0.518854,4.06E-15,0.002922849,1
HC303,DPA1_201-C_202,0.814385,0.035549,22.909,2.00E-16,-0.431794,0.133687,-3.23,0.00124,-0.08849,0.179672,-0.493,0.62236,4.06E-15,0.016416629,1
HC303,DPA1_201-C_704,0.816473,0.035003,23.326,2.00E-16,-0.652009,0.21274,-3.065,0.00218,-0.361077,0.348076,-1.037,0.29957,4.06E-15,0.028128681,1
HC303,DPA1_201-DPB1_402,0.805772,0.036946,21.81,2.00E-16,-0.080522,0.067859,-1.187,0.2354,-0.026994,0.126662,-0.213,0.8312,4.06E-15,1,1
HC303,DPA1_201-DQB1_402,0.816866,0.035081,23.285,2.00E-16,-0.572641,0.192365,-2.977,0.00291,-0.195646,0.283722,-0.69,0.49047,4.06E-15,0.037108786,1
HC303,DPA1_201-C_102,0.821022,0.035533,23.106,2.00E-16,-0.40211,0.137582,-2.923,0.00347,-0.098594,0.173601,-0.568,0.57008,4.06E-15,0.043896116,1
HC303,DPA1_201-DQA1_401,0.816071,0.035084,23.26,2.00E-16,-0.518623,0.189217,-2.741,0.00613,-0.186501,0.283225,-0.658,0.51022,4.06E-15,0.075870589,1
HC303,DPA1_201-DPB1_901,0.844733,0.035283,23.941,2.00E-16,0.223409,0.675186,0.331,0.7407,-0.009201,0.488738,-0.019,0.985,4.06E-15,1,1
HC303,DPA1_201-B_5101,0.803972,0.035707,22.516,2.00E-16,-0.550956,0.140508,-3.921,8.81E-05,0.285852,0.157538,1.814,0.0696,4.06E-15,0.001392199,1
HC303,DPA1_201-DQA1_201,0.878169,0.042269,20.776,2.00E-16,0.123871,0.059178,2.093,0.0363,-0.167497,0.064313,-2.604,0.0092,4.06E-15,0.42250911,0.868265659
HC303,DPA1_201-B_3701,0.8109,0.035053,23.134,2.00E-16,-0.921471,0.276395,-3.334,0.000856,0.270439,0.31982,0.846,0.397777,4.06E-15,0.011553405,1
HC303,DPA1_201-DRB1_701,0.878321,0.042215,20.806,2.00E-16,0.124498,0.059079,2.107,0.03509,-0.16918,0.06434,-2.629,0.00855,4.06E-15,0.408934044,0.82993583
HC303,DPA1_103-DRB4_103,-0.641609,0.037528,-17.097,2.00E-16,-1.04709,0.134483,-7.786,6.91E-15,0.071378,0.08303,0.86,0.39,4.06E-15,8.25E-13,1
HC303,DPA1_103-DQB1_301,-0.610664,0.035752,-17.081,2.00E-16,-0.995988,0.175048,-5.69,1.27E-08,-0.00554,0.106363,-0.052,0.9585,4.06E-15,5.17E-07,1
HC303,DPA1_103-DQA1_301,-0.64743,0.036277,-17.847,2.00E-16,-1.232429,0.162178,-7.599,2.98E-14,0.243264,0.095836,2.538,0.0111,4.06E-15,3.23E-12,0.98469341
HC303,DPA1_103-DQA1_101,-0.682402,0.035521,-19.211,2.00E-16,-1.163465,0.174011,-6.686,2.29E-11,0.137723,0.10807,1.274,0.2025,4.06E-15,1.56E-09,1
HC303,DPA1_103-DQB1_501,-0.687575,0.035219,-19.523,2.00E-16,-1.168862,0.188243,-6.209,5.32E-10,0.164991,0.116449,1.417,0.1565,4.06E-15,2.79E-08,1
HC303,DPA1_103-DRB1_401,-0.649131,0.035001,-18.546,2.00E-16,-1.115335,0.240827,-4.631,3.63E-06,0.132428,0.141789,0.934,0.3503,4.06E-15,8.20E-05,1
HC303,DPA1_103-DRB4_9901,-0.805249,0.086498,-9.309,2.00E-16,0.394755,0.081508,4.843,1.28E-06,0.059762,0.054142,1.104,0.2697,4.06E-15,3.29E-05,1
HC303,DPA1_103-DRB4_101,-0.692904,0.03974,-17.436,2.00E-16,0.122747,0.098484,1.246,0.21263,0.199376,0.071739,2.779,0.00545,4.06E-15,1,0.610249353
HC303,DPA1_103-DQA1_102,-0.725626,0.037219,-19.496,2.00E-16,-0.985851,0.136482,-7.223,5.07E-13,0.323471,0.081889,3.95,7.81E-05,4.06E-15,4.59E-11,0.021819095
HC303,DPA1_103-B_4402,-0.666257,0.035461,-18.789,2.00E-16,-0.746865,0.177801,-4.201,2.66E-05,0.012974,0.110862,0.117,0.9068,4.06E-15,0.00047722,1
HC303,DPA1_103-A_201,-0.682464,0.040989,-16.65,2.00E-16,-0.448779,0.095858,-4.682,2.85E-06,0.020286,0.061574,0.329,0.742,4.06E-15,6.64E-05,1
HC303,DPA1_103-DQB1_303,-0.686851,0.034044,-20.176,2.00E-16,-1.590276,0.361084,-4.404,1.06E-05,-0.105791,0.239898,-0.441,0.6592,4.06E-15,0.000211789,1
HC303,DPA1_103-DRB1_101,-0.692719,0.035015,-19.784,2.00E-16,-1.088062,0.207414,-5.246,1.56E-07,0.1791,0.128259,1.396,0.1626,4.06E-15,5.00E-06,1
HC303,DPA1_103-DRB5_9901,-0.020531,0.178234,-0.115,0.908292,0.964634,0.160113,6.025,1.69E-09,-0.345154,0.093942,-3.674,0.000239,1,8.06E-08,0.054445594
HC303,DPA1_103-DPB1_401,-0.701347,0.045622,-15.373,2.00E-16,-0.190058,0.114543,-1.659,0.0971,0.081215,0.064214,1.265,0.206,4.06E-15,1,1
HC303,DPA1_103-B_702,-0.706775,0.036526,-19.35,2.00E-16,-0.832747,0.149945,-5.554,2.80E-08,0.254436,0.090275,2.818,0.00483,4.06E-15,1.07E-06,0.559225743
HC303,DPA1_103-DRB5_101,-0.713169,0.036235,-19.682,2.00E-16,-0.962439,0.165971,-5.799,6.68E-09,0.363308,0.096789,3.754,0.000174,4.06E-15,2.86E-07,0.04193485
HC303,DPA1_103-DRB1_1501,-0.713585,0.036271,-19.674,2.00E-16,-0.94976,0.166079,-5.719,1.07E-08,0.355783,0.096933,3.67,0.000242,4.06E-15,4.42E-07,0.05479557
HC303,DPA1_103-C_702,-0.709589,0.036906,-19.227,2.00E-16,-0.725738,0.140017,-5.183,2.18E-07,0.221617,0.084785,2.614,0.00895,4.06E-15,6.78E-06,0.853028504
HC303,DPA1_103-DQB1_602,-0.70559,0.036245,-19.467,2.00E-16,-0.854441,0.166388,-5.135,2.82E-07,0.294465,0.097623,3.016,0.00256,4.06E-15,8.54E-06,0.341865856
HC303,DPA1_103-DQA1_103,-0.715768,0.034456,-20.773,2.00E-16,-1.482514,0.274689,-5.397,6.77E-08,0.386382,0.169632,2.278,0.0227,4.06E-15,2.39E-06,1
HC303,DPA1_103-C_501,-0.675837,0.035984,-18.782,2.00E-16,-0.499135,0.15663,-3.187,0.00144,0.016551,0.097889,0.169,0.86573,4.06E-15,0.01893501,1
HC303,DPA1_103-DPB1_1101,-0.673572,0.036546,-18.431,2.00E-16,0.14042,0.128797,1.09,0.2756,-0.061031,0.149872,-0.407,0.6838,4.06E-15,1,1
HC303,DPA1_103-C_401,-0.707761,0.035106,-20.161,2.00E-16,-0.973057,0.197184,-4.935,8.02E-07,0.263402,0.121095,2.175,0.0296,4.06E-15,2.17E-05,1
HC303,DPA1_103-DRB1_1301,-0.712746,0.034401,-20.719,2.00E-16,-1.38209,0.280232,-4.932,8.14E-07,0.336241,0.173985,1.933,0.0533,4.06E-15,2.20E-05,1
HC303,DPA1_103-B_5701,-0.695298,0.034128,-20.373,2.00E-16,-1.293062,0.334312,-3.868,0.00011,0.116077,0.213753,0.543,0.5871,4.06E-15,0.001703048,1
HC303,DPA1_103-DRB3_202,-0.699278,0.03667,-19.07,2.00E-16,-0.593146,0.144654,-4.1,4.12E-05,0.134603,0.089448,1.505,0.13237,4.06E-15,0.00070417,1
HC303,DPA1_103-DQB1_603,-0.714338,0.034483,-20.716,2.00E-16,-1.361287,0.277335,-4.908,9.18E-07,0.348454,0.171694,2.03,0.0424,4.06E-15,2.45E-05,1
HC303,DPA1_103-B_3501,-0.696802,0.034221,-20.362,2.00E-16,-1.513226,0.357873,-4.228,2.35E-05,0.430395,0.209929,2.05,0.0403,4.06E-15,0.000427477,1
